The index of the character in 常用字字形表 (二零零零年修訂本),香港: 香港教育學院, 2000, ISBN 962-949-040-4. This publication gives the “proper” shapes for 4759 characters as used in the Hong Kong school system. The index is an integer, zero-padded to four digits.

槐	1983
槍	1984
榭	1985
槌	1986
榦	1987
樑	1988
樣	1989
樟	1990
槨	1991
樁	1992
樞	1993
標	1994
槽	1995
樊	1996
模	1997
樓	1998
槳	1999
樂	2000
樽	2001
橙	2002
橫	2003
橘	2004
樹	2005
橄	2006
橢	2007
樸	2008
樺	2009
橡	2010
橋	2011
橇	2012
樵	2013
機	2014
檀	2015
檔	2016
檄	2017
檢	2018
檜	2019
櫛	2020
檳	2021
檸	2022
柜	2023
櫃	2023
檻	2024
櫂	2025
檬	2026
櫥	2027
櫝	2028
櫚	2029
櫓	2030
欄	2031
櫻	2032
權	2033
欖	2034
欠	2035
次	2036
欣	2037
欲	2038
款	2039
欺	2040
欽	2041
歇	2042
歉	2043
歌	2044
嘆	2045
歎	2045
歐	2046
歟	2047
歡	2048
止	2049
正	2050
此	2051
步	2052
武	2053
歧	2054
歪	2055
歲	2056
歷	2057
歸	2058
歹	2059
死	2060
歿	2061
殃	2062
殆	2063
殊	2064
殉	2065
殘	2066
殖	2067
殤	2068
殮	2069
殯	2070
殲	2071
段	2072
殷	2073
殺	2074
殼	2075
毀	2076
殿	2077
毅	2078
毆	2079
毋	2080
母	2081
每	2082
毒	2083
毓	2084
比	2085
毗	2086
毛	2087
毫	2088
毯	2089
毽	2090
氊	2091
氏	2092
民	2093
氐	2094
氓	2095
氖	2096
氛	2097
氟	2098
氣	2099
氧	2100
氨	2101
氦	2102
氤	2103
氫	2104
氮	2105
氯	2106
氲	2107
水	2108
永	2109
汁	2110
汀	2111
氾	2112
汗	2113
污	2114
江	2115
池	2116
汐	2117
汕	2118
汝	2119
求	2120
汞	2121
沁	2122
沈	2123
沅	2124
沛	2125
汪	2126
決	2127
沐	2128
汰	2129
沌	2130
沙	2131
汨	2132
沖	2133
沒	2134
汽	2135
沃	2136
汲	2137
汾	2138
泣	2139
注	2140
泳	2141
沱	2142
泌	2143
泥	2144
河	2145
沽	2146
泄	2147
洩	2147
沼	2148
沫	2149
法	2150
泓	2151
沸	2152
泱	2153
沾	2154
油	2155
況	2156
沮	2157
泗	2158
泅	2159
泊	2160
波	2161
沿	2162
治	2163
泡	2164
泛	2165
泉	2166
洛	2167
洋	2168
洲	2169
洪	2170
津	2171
洱	2172
洞	2173
洗	2174
活	2175
洽	2176
派	2177
洶	2178
泰	2179
涌	2180
流	2181
浪	2182
涕	2183
涇	2184
浦	2185
浸	2186
浙	2187
消	2188
涓	2189
浬	2190
涉	2191
海	2192
浮	2193
浚	2194
浴	2195
浩	2196
涎	2197
涼	2198
淳	2199
淙	2200
液	2201
淡	2202
淤	2203
淚	2204
深	2205
淺	2206
清	2207
淇	2208
淋	2209
涯	2210
涮	2211
淞	2212
淹	2213
淅	2214
淒	2215
渚	2216
涵	2217
添	2218
淌	2219
淑	2220
涸	2221
混	2222
淵	2223
淫	2224
淘	2225
淪	2226
淮	2227
淨	2228
淆	2229
淄	2230
游	2231
湔	2232
渡	2233
渲	2234
渾	2235
港	2236
湧	2237
湊	2238
渠	2239
渥	2240
渣	2241
湛	2242
湘	2243
渤	2244
湖	2245
湮	2246
溉	2247
渭	2248
渦	2249
湯	2250
